x,y
2473,1820
294,915
1812,566
1633,606
261,1205
1107,422
1788,1158
567,1389
2195,1858
2321,1693
1680,854
486,1418
2371,680
1626,1360
1514,373
2394,1829
896,815
153,1534
1765,746
2506,283
1101,657
1334,1608
363,1001
772,1810
1987,822
1595,547
1016,19
2035,1813
432,594
2265,983
158,1336
2077,1076
2192,392
1994,1315
2166,730
743,551
1332,1186
1670,596
1256,1062
1989,307
1826,271
1056,825
769,1643
2150,1522
1648,741
1387,1727
760,366
1587,253
21,1532
430,1692
1198,1879
746,824
770,696
2445,531
2059,1753
1528,1406
324,822
1251,1670
1337,478
2323,1452
1645,1585
1346,520
131,1831
1121,80
1050,1011
2297,51
1888,852
2101,1813
684,1308
295,140
195,1160
782,1191
2349,1558
2226,572
349,1414
1923,1302
1754,941
2144,1632
190,93
197,808
1642,1010
1524,1790
2062,1006
999,1525
1392,1067
605,1048
660,1127
150,1009
771,1447
1391,879
1112,1692
1549,1508
877,415
2078,1697
2010,1585
2360,919
344,276
198,1703
200,481
2058,773
2295,1850
1960,1251
422,1156
154,1232
1896,1862
1588,621
676,1696
548,378
2098,866
2458,1068
1880,1069
945,1614
1207,1584
33,1404
519,1802
2075,615
1167,1042
791,1361
1129,1637
1131,722
2421,20
1202,1337
1583,795
2305,1391
330,1511
16,1184
2452,785
692,1090
1088,1724
1652,245
1135,28
2022,1255
1258,1152
402,1550
602,1896
2420,1205
1222,1449
1756,518
2239,1581
1690,1705
1495,1463
1836,980
2251,681
1394,999
1438,1640
2379,1600
582,667
1997,1082
1224,14
1958,1681
1683,1794
1925,1058
2171,1339
76,1149
2257,1525
1027,626
1041,1258
1092,1857
588,1190
1110,1552
2048,1712
1293,238
987,575
523,918
1609,1706
1576,1186
362,196
649,1444
231,325
2498,1116
2448,1694
1146,540
2263,466
1260,1249
115,1677
275,1033
1467,1222
659,204
1400,1456
1753,1650
830,602
1051,1106
1582,1639
274,1489
1967,1386
1930,1010
1769,1254
958,512
1729,382
2533,196
1470,249
1942,1638
1622,910
1549,517
1862,430
551,1293
884,563
2456,1222
2312,513
2112,1451
1235,992
1179,218
2455,1843
1138,232
568,458
1505,976
728,1245
2200,1449
2502,1065
1502,1218
14,509
1665,781
293,1373
1017,313
2501,894
2057,657
433,12
1166,1154
581,1685
2242,335
1605,842
131,1127
939,1682
1442,1505
2435,1143
1306,397
2372,488
229,1563
478,861
1180,265
2506,1539
1505,788
1256,1857
778,1508
2374,952
975,1292
1925,1170
216,1623
146,1714
1337,225
2298,1226
2371,228
2402,920
1907,1347
1407,608
2147,1731
656,324
1664,333
1053,1741
1987,200
2021,976
2503,339
467,938
484,1602
73,1621
2468,1567
2392,1029
115,1613
2312,474
570,1721
1120,937
910,620
615,1828
388,1693
1968,1621
1970,971
2012,1503
1633,481
616,1711
1767,393
1075,1775
770,1072
976,906
287,582
76,571
1728,649
2171,1006
802,236
2234,168
2444,1492
1904,524
311,882
1089,293
61,1732
2395,1903
2512,227
832,403
1772,1718
1134,1446
472,1696
384,357
568,1504
2133,186
2094,1144
2471,720
1280,1205
1247,298
1967,1473
1688,1844
1740,702
976,1468
2235,1296
1002,1212
2041,1151
2346,1365
2024,944
1961,1567
174,531
1213,606
2225,1179
1395,1374
1151,1513
2304,1541
2046,1900
1923,1730
1989,651
1038,1269
1966,115
483,1651
1677,1897
1040,143
967,1261
210,1441
565,1036
1327,275
1006,1101
1837,137
1385,797
1443,101
1838,945
1894,577
1365,1833
2229,1684
2458,231
1352,432
1734,863
2291,723
1071,1823
1397,764
1747,1611
231,1237
2469,174
1214,1038
2011,1742
818,1870
1689,1357
957,192
1283,839
1780,1427
2253,1100
2478,92
455,1646
1804,602
692,103
560,1072
1767,476
735,954
2068,427
1005,488
2130,262
2457,1441
1621,6
2510,1334
714,1772
270,1739
602,380
2142,1234
1689,1488
1470,1289
1741,1531
2535,20
1904,304
1592,973
713,1894
945,1064
1072,1894
1127,1580
1649,1257
13,1879
2446,1805
2493,1478
1692,1103
1623,699
79,1783
2175,1549
1778,1836
927,167
533,322
2255,1801
2407,1768
314,1483
246,1671
2239,1416
2024,111
1540,1642
1607,1139
2202,457
1383,1241
1812,1608
2123,1407
2236,1370
1412,1769
306,305
1914,1462
1417,486
672,534
387,1212
323,1198
1948,1786
673,1479
2159,1685
1985,460
1457,979
1245,92
2488,1723
2492,1826
1533,1168
2433,918
1331,67
663,1907
2369,1811
233,1875
879,1612
573,1359
2355,1234
646,1211
582,1848
896,1639
1575,1442
1053,567
462,1421
812,911
1462,1271
702,1590
1377,445
1561,1268
1296,1827
918,563
2141,624
2179,1708
2544,532
1385,1562
726,1129
2229,1092
1666,1463
381,982
2343,1606
496,408
1741,1212
1212,1201
607,923
1845,467
2181,1202
1988,1442
815,813
1887,1017
1912,1393
1966,230
2518,1292
2480,1321
954,386
1249,1530
2335,1908
669,290
2301,1108
1468,1150
2306,1200
727,1424
901,1754
40,1043
1871,1752
813,1015
908,1099
1329,157
1697,1646
727,1487
864,694
1622,1048
2281,1410
1413,1113
1527,717
627,294
1666,880
2028,1367
472,1216
2550,907
1506,132
1023,244
1714,1678
429,1872
492,8
1653,1508
1354,1389
2253,795
1225,696
404,1101
68,964
693,1625
1399,944
1736,1696
1774,1518
374,1872
1331,1834
1669,1214
1574,1393
1668,496
594,1657
1494,532
1049,1608
927,996
1193,1085
1006,380
799,555
2043,1486
1869,790
345,1646
2545,867
2100,764
1214,847
2388,289
1003,1653
2089,815
1435,879
1484,676
185,1079
1692,1132
2137,288
2322,974
1830,1522
1592,1753
1821,1258
184,1903
745,1703
2035,1464
1584,489
1245,1793
1309,1460
1827,584
2294,1620
1272,330
569,1813
374,265
2168,1476
1228,755
1272,810
2049,483
1765,1906
1462,1594
1269,1720
921,452
2391,1858
362,747
1259,410
955,1184
1572,239
2341,1438
2524,857
1105,35
2164,146
1755,1883
1271,294
1952,368
16,886
413,650
1116,633
1834,246
2081,296
1189,1768
290,1831
860,908
1420,922
2311,1497
1042,1284
1786,1784
1168,911
2490,260
733,47
1523,487
2263,178
2533,254
1011,1554
1777,49
1395,650
918,1536
2406,149
2244,1479
2384,436
2037,258
1942,1840
1711,1639
10,922
706,1463
372,1459
1300,1316
365,1820
358,1090
1403,358
2500,562
1048,1236
80,1481
1725,634
1031,597
1351,1104
1143,1597
1558,1583
2004,441
1349,1130
1324,645
1879,958
918,1855
1314,728
818,1789
880,1386
841,1082
2428,1902
11,272
1813,1343
1690,81
1600,866
2553,679
1952,1896
1752,888
564,1134
1207,1488
1087,342
1141,449
1646,1039
544,1339
1788,1683
12,625
1126,1746
2473,1801
2320,249
883,483
2449,1012
2168,584
2364,522
939,1588
246,158
2129,1155
628,160
2202,1046
1481,1688
2494,1295
1290,863
901,1789
52,1425
1396,1626
100,771
845,908
1326,959
918,758
2220,378
143,1130
1832,1826
117,1572
2087,224
296,1595
969,584
664,1659
2172,917
942,961
2081,1325
718,894
1548,42
933,536
674,757
98,965
1383,1651
2362,1290
1465,898
1551,1046
1804,159
813,1632
323,395
760,1354
787,966
2482,787
424,801
50,1242
2211,831
2050,1616
1334,979
2350,1875
689,18
935,1520
1698,1225
372,325
377,491
1107,1794
1839,1440
615,234
969,473
41,1312
247,799
2095,1168
1211,369
2064,930
2432,4
1663,711
940,1769
1042,523
1424,317
1021,643
1870,707
1371,1288
699,1145
894,644
2542,1422
1279,1274
1327,301
1372,1271
76,1380
2008,1288
742,1683
1870,1603
169,458
756,129
2363,624
1377,240
1812,1551
2553,1851
2192,1334
886,631
2411,568
896,1071
509,1637
1750,1110
2396,1487
1710,830
862,1013
1103,516
1296,630
2487,1156
1491,742
2330,139
1864,227
1999,771
1711,1135
2201,306
578,1915
1564,1284
2273,878
1318,3
1888,437
2200,1814
629,635
1750,287
1596,1377
1259,629
1710,1221
2198,218
2554,216
1769,913
1989,1393
2347,1383
509,293
2010,516
601,634
946,718
844,1010
766,392
141,960
17,643
302,1430
737,1869
1240,938
96,925
474,1318
667,957
256,706
160,510
2555,838
849,693
555,1276
785,465
1710,1490
1386,635
974,1275
1777,95
2063,1271
1328,1231
1709,1840
2133,1916
2555,1555
2397,197
1482,1031
431,1916
553,12
1452,152
795,174
2036,434
1926,51
615,31
1585,642
1708,1110
