x,y
89,85
136,71
145,49
79,33
65,27
8,5
170,6
187,5
252,5
269,5
153,79
176,98
185,95
194,96
176,42
191,32
205,40
214,58
218,70
225,75
228,97
240,71
239,95
33,75
107,12
124,10
14,114
83,102
133,126
147,116
153,121
186,121
277,77
285,59
304,60
299,23
328,5
332,52
358,60
355,27
374,36
378,52
384,6
430,78
417,49
429,36
449,11
451,33
476,4
479,34
486,53
503,8
528,35
549,4
571,23
620,15
634,25
333,80
341,88
362,103
395,87
463,78
481,87
517,77
528,73
522,49
523,62
538,63
540,81
555,71
576,56
581,70
621,44
630,55
629,76
618,89
7,183
32,179
56,164
86,153
113,157
142,153
145,162
173,173
185,161
189,174
202,150
215,128
228,173
260,156
266,132
289,155
321,128
334,128
349,158
357,131
364,140
378,135
369,153
382,166
394,170
407,147
413,129
427,153
425,168
437,139
444,115
380,184
464,109
467,159
466,144
477,132
504,111
526,142
547,144
550,103
12,232
15,238
26,225
30,212
54,190
62,196
54,210
62,211
70,204
67,232
81,224
92,234
129,192
136,177
120,260
137,234
154,251
159,235
172,212
191,235
209,232
222,199
221,216
226,228
231,211
241,224
245,200
257,199
254,173
265,178
293,187
298,195
320,206
329,199
340,189
323,180
400,190
422,193
383,208
418,213
347,213
336,233
8,289
12,299
38,275
72,259
87,273
128,265
160,265
175,251
170,272
195,254
210,262
256,264
265,249
267,264
282,229
352,250
350,238
362,247
370,238
31,303
21,325
19,342
37,323
46,319
43,342
67,293
74,309
81,292
66,340
121,285
125,313
144,324
197,293
198,312
212,329
226,294
230,300
221,311
232,314
239,326
263,291
268,326
284,305
296,293
322,276
331,291
365,276
390,271
381,287
409,280
302,315
352,312
36,382
77,384
95,351
95,366
141,345
147,357
174,364
183,333
236,361
272,364
314,353
288,336
351,328
7,413
5,427
29,417
38,432
49,419
80,419
132,404
145,378
253,384
289,396
344,383
370,369
367,324
398,323
438,379
459,366
464,341
500,365
472,357
575,339
529,372
617,318
633,334
442,402
469,395
524,395
588,401
612,398
632,378
18,458
58,450
104,465
107,444
114,460
119,468
173,447
167,421
177,475
207,452
222,442
237,450
257,468
244,418
265,421
308,422
298,464
322,432
348,426
371,399
385,446
391,430
380,475
394,465
411,474
408,453
431,476
449,449
462,445
486,452
523,475
545,452
584,444
602,423
609,434
566,417
571,402
565,460
498,419
512,376
62,474
85,475
1301,528
1307,547
1338,485
1356,517
1380,492
1383,524
1393,514
1415,505
1446,490
1445,536
1379,549
1472,544
1521,556
1520,524
1527,496
1546,494
1596,514
1624,507
1689,487
1725,520
1768,494
1788,500
1802,499
1845,491
1879,485
1880,499
1855,521
1872,516
1906,513
1916,541
1916,525
1370,585
1403,596
1425,592
1440,574
1484,565
1542,563
1551,538
1585,573
1601,551
1622,578
1659,562
1672,552
1696,564
1668,583
1765,562
1779,573
1789,580
1791,527
1835,558
1837,576
1874,565
1878,554
1908,563
1909,578
1873,584
1818,597
1872,616
1284,639
1298,664
1308,650
1333,619
1333,619
1420,609
1352,659
1423,669
1470,648
1487,618
1492,635
1507,646
1513,628
1524,645
1536,619
1548,617
1596,623
1661,622
1682,653
1701,647
1727,657
1747,637
1770,636
1782,633
1795,654
1304,707
1323,715
1368,690
1391,700
1457,689
1498,686
1465,715
1540,701
1568,696
1607,680
1560,668
1536,666
1535,676
1601,655
1668,714
1710,727
1740,693
1811,686
1849,670
1907,690
1900,651
1302,733
1359,721
1362,739
1393,727
1403,740
1539,733
1572,749
1587,751
1628,743
1697,754
1714,754
1770,743
1781,723
1800,744
1836,745
1840,757
1864,762
1898,755
1290,766
1311,781
1347,764
1359,756
1398,763
1476,767
1498,767
1527,767
1616,773
1625,763
1634,781
1688,796
1711,785
1757,803
1771,784
1775,807
1824,790
1853,797
1851,821
1880,829
1915,814
1917,794
1290,795
1317,800
1345,806
1371,801
1410,814
1420,804
1432,798
1381,830
1390,820
1399,836
1415,849
1445,840
1461,824
1477,830
1489,808
1520,818
1512,851
1520,837
1536,846
1548,852
1563,855
1580,838
1587,809
1805,849
1866,859
1840,884
1873,887
1889,880
1294,902
1304,879
1287,890
1357,893
1366,901
1385,867
1408,872
1432,865
1433,881
1460,892
1316,847
1315,938
1363,933
1418,948
1448,940
1456,914
1462,932
1485,935
1530,909
1539,934
1563,908
1574,946
1624,928
1616,883
1632,876
1630,890
1650,891
1637,914
1652,937
1669,951
1747,953
1772,911
1787,932
1795,918
1793,893
1782,883
1846,918
1859,952
1901,946
1915,904
660,44
680,4
684,42
720,9
738,6
749,22
734,46
758,44
700,53
801,54
781,63
779,51
806,9
836,5
856,14
940,5
949,25
978,29
934,43
917,38
898,59
881,44
851,62
667,103
678,105
707,95
786,118
833,105
927,81
913,79
848,92
760,80
775,88
964,77
967,98
1047,72
1047,100
1221,83
1097,95
648,351
660,322
657,366
676,357
693,348
732,325
749,303
704,311
699,368
651,420
665,405
681,383
732,381
733,403
734,360
765,358
785,357
811,357
785,332
788,317
867,309
905,291
949,303
966,289
975,316
1017,328
1059,310
1063,290
1096,308
1137,290
1151,318
1199,295
1256,308
1234,327
806,384
856,375
895,365
888,337
919,373
924,337
940,370
951,355
987,365
978,345
1017,380
1154,366
1151,395
1170,387
1181,408
1198,384
1267,366
1269,352
1229,409
749,421
761,400
829,398
859,403
890,414
897,425
917,416
965,407
964,393
1046,423
1049,441
1080,435
1101,436
1100,407
