x,y
467,1055
430,825
992,43
1245,314
943,513
1989,823
619,918
1395,911
234,1330
8,1650
1996,926
1872,332
1020,703
1588,1100
1151,838
1262,105
1314,1324
1204,465
2022,456
902,795
538,370
829,646
1060,1528
1022,1462
2092,830
2190,417
1172,1173
777,784
563,510
791,656
27,1559
665,689
658,810
335,262
1296,793
1494,594
2006,1015
1061,1420
1583,695
1334,1205
712,740
1136,1115
992,643
1054,689
1720,859
1112,500
2463,1911
1265,1232
2285,137
1656,1420
1480,840
1851,664
2079,1375
711,463
1210,762
1878,450
831,587
1542,987
893,89
433,162
2474,145
1067,321
1328,1524
937,1186
1062,1139
2078,211
1765,404
1486,1050
1226,995
1075,401
2107,1513
798,387
1740,1345
602,768
1362,822
1480,456
1141,704
890,919
1077,658
920,427
1601,645
2414,1026
1326,571
1448,1257
2164,671
1421,1158
1205,884
661,622
1807,1255
1358,1479
562,635
1168,1404
930,1007
605,1139
1266,716
1082,529
1638,1486
1185,742
14,1908
1192,597
1029,825
1812,751
1364,683
1657,943
716,1100
1931,163
949,327
433,576
766,874
1197,559
2196,835
1867,152
1214,1527
716,1294
596,584
475,630
2167,95
1213,102
761,935
1862,1235
828,544
867,735
1995,125
1091,1308
1969,1416
1084,824
1090,930
2176,1122
559,663
837,1078
2199,597
812,1404
2002,1369
573,897
917,882
988,676
736,525
1245,1315
1534,790
2322,1276
232,700
954,603
1042,769
958,1141
1542,555
700,1170
1044,1214
930,1253
1713,364
1049,989
2183,1022
1421,342
1428,930
1532,1193
1301,1655
1131,379
1458,496
1197,1353
1746,510
500,949
1670,1480
1309,1769
2337,707
873,453
1909,639
706,683
884,1457
1935,335
2074,779
979,1018
1637,772
851,1231
1224,812
1089,610
2152,1047
2373,972
1268,1284
813,1051
906,537
997,788
864,565
790,991
2016,497
1027,1099
1504,1623
2303,877
1667,889
1287,1010
959,1422
1664,1229
1051,653
1664,51
618,664
899,1834
581,461
1050,944
608,1356
992,493
911,333
1368,609
1837,700
1166,396
2388,1117
1694,535
493,417
2262,329
2132,1303
2475,16
1309,1084
1510,1543
355,314
2043,984
1060,582
1012,1067
1709,447
1006,337
1537,1077
339,559
1615,864
1295,868
1099,1208
820,1520
1687,690
2160,1306
1253,622
1989,582
1488,971
1392,1620
1672,720
2065,489
631,1463
1596,777
1931,532
822,1119
1822,1483
419,1028
947,1101
2079,1236
2108,635
746,1199
232,518
2083,466
753,585
964,575
957,378
1310,649
2294,103
629,978
1399,976
2284,794
1412,1425
886,550
838,1365
484,668
2077,943
1860,1346
1247,689
983,319
1954,1100
2327,1231
1989,498
1886,691
1775,838
2472,935
379,1148
858,608
1315,899
903,359
336,911
193,1687
452,230
1908,411
1906,562
898,1027
1187,1248
2305,367
610,472
2416,1322
869,884
1955,1058
2552,14
278,493
2299,692
520,1037
1996,1599
1852,1710
2343,911
1793,548
1893,720
1034,339
1228,739
2495,1257
212,579
759,720
797,540
1985,718
2427,638
1910,1028
1290,978
1538,712
769,675
1402,407
1578,1599
380,340
484,211
1421,951
1369,347
959,1370
1165,1504
793,358
895,1217
1250,549
1938,864
2401,569
2044,1624
1017,1139
1616,800
1412,718
1070,1739
304,444
428,82
842,336
1111,1165
1741,1218
1958,748
255,1043
982,1213
395,246
1595,1003
2234,1125
1585,505
1765,684
786,1144
1477,1245
1786,1175
1117,1626
1453,665
2108,585
998,1687
995,1773
1512,400
2093,1310
407,469
311,828
1631,1250
2324,771
809,424
885,662
2052,665
1290,1403
764,1694
1144,1537
2121,349
