x,y
2115,292
386,858
1287,931
315,208
1228,1572
1076,1538
1394,52
1898,1199
483,277
605,743
1889,236
1826,1554
1502,262
681,577
1663,161
2470,698
2148,1096
1581,1726
1283,1353
1443,1433
1146,1086
1587,555
605,1469
260,1690
2417,1383
1553,467
182,106
2259,580
771,1878
173,314
1175,695
1822,229
1070,1433
882,712
375,1106
1892,1746
1271,615
1027,1761
436,1544
723,1092
1352,362
1079,839
293,1532
2387,564
151,1471
1878,1360
2480,39
206,1399
2001,570
1047,1003
1645,1023
2012,434
1673,251
1783,437
1050,1631
502,862
618,1778
2139,472
437,1029
1172,1898
1566,1106
1242,460
987,758
1633,1544
1418,1299
1299,746
317,1300
421,952
2277,1429
817,1537
115,1895
1574,317
974,265
1494,1352
1844,746
885,316
1823,1656
1685,947
2293,1194
469,1476
1638,1653
1438,778
1331,1184
1048,1143
663,564
1315,414
2094,1501
996,463
470,1893
2474,1690
545,1161
1579,1897
375,1182
829,292
1507,1830
2207,1640
1352,1389
234,617
1367,815
260,1239
1950,813
786,174
1052,1866
434,1864
677,1578
2433,1754
24,1193
2339,1760
573,1518
1192,1363
877,842
1384,1646
525,1338
2196,1833
665,909
1121,228
2534,1073
56,1580
2352,935
711,1607
2526,1581
2030,1441
1684,707
2249,1376
1772,659
344,1611
958,1336
1877,1149
1179,856
1129,1261
1126,1075
1407,667
1362,1116
2457,401
52,1350
2379,549
987,53
616,1180
2420,798
476,1297
1292,1532
544,203
273,1444
362,1242
2070,876
1204,1149
1721,953
1266,1855
580,509
2119,1036
2296,170
99,1465
1487,1202
270,1165
306,1246
655,1389
1758,820
1469,1883
2129,93
576,1638
2450,1810
412,1433
2391,1579
1185,549
1738,1631
1457,863
1564,1320
521,1128
2123,533
1109,1903
329,720
1003,1101
2399,1907
2425,1224
191,1594
948,1386
995,1433
1043,1816
910,805
2359,1871
1604,1244
394,585
2193,1724
1761,499
2191,149
1965,1027
2462,938
519,751
1948,1865
317,864
1482,400
1017,1303
13,879
1786,1863
186,756
312,1029
1837,1134
909,1057
2214,1361
967,859
1928,87
2023,245
84,527
910,1209
789,855
1722,1837
389,1012
23,1873
690,1514
1126,1161
2185,1436
1420,342
724,1036
2297,997
1070,1066
1144,795
2464,1086
502,1409
1326,1469
1337,998
1475,651
107,781
1322,131
1674,110
388,1295
21,1028
943,1158
397,309
1306,192
1968,940
1174,1100
925,485
710,597
879,1339
1418,239
1077,715
2478,1241
1826,497
911,190
1035,175
1932,1411
160,1711
2001,1648
1532,903
1419,882
1526,1785
1779,73
343,1420
2131,309
65,1172
655,1180
2354,1621
659,1251
2077,1719
2020,1844
785,1773
2072,302
379,442
2013,625
357,658
2217,1878
1955,220
1970,87
1424,1716
202,506
2136,1250
1566,1185
1546,1582
1582,90
1831,1061
1689,1875
69,1301
2291,1846
2142,160
941,782
684,1566
651,84
519,1058
31,1406
479,998
942,233
1574,531
2296,1560
1566,176
2202,197
1142,1648
763,1594
1919,1685
1689,1420
2333,1562
189,876
1472,734
1458,1091
2014,1776
1556,126
903,399
1253,738
1825,534
53,1111
2035,1011
704,80
2038,1363
2310,1643
1497,175
13,486
1532,1187
1083,253
327,783
1333,790
66,307
2384,1135
2322,244
2060,1089
1774,1294
870,666
1127,1763
419,648
1879,1474
789,1370
1818,1708
1221,116
2481,680
2539,1238
41,672
1662,12
1668,530
1561,1050
1899,715
1642,1215
2247,1266
1799,1398
1486,696
1932,1654
1106,1811
1235,1537
180,1862
1274,1426
2230,1543
945,1082
772,704
741,109
1217,755
89,1507
1620,1803
126,973
806,567
2369,1668
1719,882
1057,485
2540,1666
2106,234
120,1765
1718,1126
863,805
1974,1266
91,1624
2081,1621
877,1724
