x,y
25,19
1985,66
2327,916
1314,266
1730,8
1268,1117
265,1781
57,611
1685,1913
457,331
1052,1027
1046,509
395,734
974,504
1441,785
364,382
786,625
1336,608
796,1027
1434,941
1173,468
176,378
720,615
69,524
1573,682
1302,931
1273,900
1233,618
763,714
968,863
1604,270
777,752
146,969
1884,406
1485,1010
1319,1032
1308,444
2441,790
937,826
621,168
535,756
1780,347
649,801
790,850
1370,581
1565,1503
133,127
1061,740
1494,511
366,52
1220,326
603,240
1032,845
806,708
934,597
1960,806
1127,343
1721,236
479,551
1217,376
1941,300
772,811
448,1219
1363,332
1698,354
1779,501
395,230
1444,319
255,539
112,70
782,646
214,99
1451,444
1277,1418
645,865
1395,835
1175,655
268,837
388,1104
375,970
370,89
1658,299
1987,337
702,255
108,322
2114,751
755,175
325,1211
237,737
292,138
603,1606
278,401
1593,435
348,654
1579,225
1556,499
627,42
1642,527
527,704
735,689
1402,398
574,197
123,261
826,944
942,1066
284,359
1383,704
659,141
2214,267
256,104
168,874
652,1046
1712,346
165,736
1036,719
682,623
328,97
825,686
911,490
487,1260
793,692
223,121
1233,446
863,822
634,495
420,164
862,124
2310,250
2095,25
949,790
398,101
2246,313
1286,608
995,948
296,633
114,499
1407,1070
316,200
1326,508
654,685
324,864
821,542
426,22
1448,515
1023,631
2151,622
647,946
388,1652
441,610
174,224
319,649
236,796
148,266
1929,155
1043,121
2232,276
292,878
311,930
1347,290
1896,534
503,605
2266,434
283,676
283,858
213,664
1379,1017
468,1115
520,609
572,277
33,906
65,770
942,1094
200,477
617,256
514,587
314,759
480,682
53,1090
1030,1243
698,36
691,547
683,598
1919,427
175,500
943,712
1680,1505
515,65
404,811
381,326
1146,578
633,838
614,1114
325,447
52,80
629,1003
441,988
988,746
97,588
455,201
78,197
442,791
69,151
573,318
171,754
167,315
1927,375
1967,172
594,713
174,817
545,253
315,337
282,87
769,167
462,283
238,269
397,671
262,479
599,259
663,644
324,789
86,438
579,510
1429,461
2127,283
306,218
112,883
502,806
1773,415
974,646
801,121
102,377
205,240
11,767
417,265
332,470
106,401
36,533
923,1232
43,305
1886,274
240,518
1554,345
86,569
350,896
516,85
98,269
152,687
323,403
50,498
613,970
734,947
877,794
594,205
1838,554
28,1159
164,94
1754,259
560,884
2431,131
56,619
337,131
437,852
1198,747
631,132
205,1057
411,328
277,128
2258,330
150,461
286,328
296,166
358,140
230,133
238,367
347,312
175,901
204,863
419,716
227,605
30,272
516,127
593,119
113,383
49,610
105,947
427,356
1281,377
197,538
345,163
96,902
537,1005
239,248
10,443
1849,538
1901,159
327,1047
96,1028
117,582
283,103
385,304
1766,4
264,358
744,553
161,1095
347,43
417,61
24,414
198,557
724,773
162,30
203,331
784,20
206,1076
159,150
184,99
504,748
100,624
452,562
279,719
349,1346
340,1365
244,184
254,587
311,283
942,1256
782,963
463,766
459,634
339,334
576,46
129,421
706,814
516,667
495,847
916,1127
412,111
175,299
33,887
523,1099
62,303
1681,11
398,758
918,1296
574,582
7,510
2129,446
76,680
424,882
163,1285
258,152
517,199
253,200
30,108
476,346
252,135
291,247
267,6
681,181
1245,495
162,428
88,170
162,552
1071,382
1725,380
474,1414
554,55
301,1182
1619,220
992,1788
10,361
130,467
487,30
513,722
696,101
369,4
2282,320
300,662
555,1669
492,223
309,58
39,167
135,70
329,1087
30,634
482,596
238,552
530,128
661,636
144,478
152,498
61,529
1364,278
161,652
124,699
198,714
82,744
1108,898
336,76
170,247
4,236
928,382
213,1427
69,490
538,214
215,157
59,598
1950,381
170,448
36,333
654,278
384,248
439,257
388,1367
489,1711
192,184
20,323
26,190
204,169
846,218
54,134
279,155
1592,397
237,1288
509,308
620,111
992,348
69,1044
740,650
980,792
334,752
89,844
777,575
314,475
270,535
189,145
148,888
26,707
163,1013
1725,938
484,137
243,288
2487,289
788,792
907,878
497,192
803,15
2164,343
51,1050
227,1414
344,187
274,212
44,483
106,300
22,819
752,1137
241,1587
370,209
378,23
2381,129
306,109
137,382
109,754
43,651
234,388
218,702
82,63
29,222
325,725
468,901
2133,1424
286,52
76,390
141,142
239,161
365,318
209,198
365,229
157,67
8,490
660,17
167,1345
142,356
257,234
265,624
885,959
99,22
150,544
101,557
2188,1100
367,1708
128,105
193,251
72,27
18,217
2072,790
598,170
63,417
366,797
298,600
104,156
1409,48
301,474
173,1378
696,1681
536,818
447,868
739,802
597,1352
1337,57
373,835
846,1301
328,510
433,212
359,341
385,949
469,161
32,1054
122,234
337,271
2315,471
552,875
209,398
129,174
408,89
114,24
43,402
8,327
214,182
752,249
1710,566
1086,1827
74,283
96,249
61,390
925,18
799,57
2054,528
1553,899
81,7
554,2
127,1452
317,15
193,828
202,51
45,111
285,226
129,408
264,187
1477,587
303,180
1512,259
471,787
856,1301
1461,1411
561,162
47,57
95,95
1113,469
2194,560
2311,1216
963,358
2111,481
2439,166
2134,496
276,1115
1602,1893
237,2
2108,111
914,59
824,1008
629,1749
2059,286
628,62
1410,1025
461,641
1570,865
1629,454
1806,500
2147,535
1333,942
2228,1078
542,1347
154,601
124,16
819,55
792,99
138,5
1516,973
1242,1190
1588,961
