x,y
1073,371
1243,368
1715,723
1611,323
2379,1090
1575,804
1663,901
1152,796
1288,1013
1014,97
665,949
1273,686
1077,739
1038,499
880,741
1143,1246
1253,989
1588,402
2075,677
996,377
1312,1126
1454,157
995,1063
1680,951
1400,694
1404,904
269,815
826,1089
941,1163
1671,850
750,1291
1698,1323
722,901
871,398
799,433
663,819
1515,944
1642,1059
1508,429
1503,787
1360,922
1109,1280
1902,317
766,1117
1103,1049
1665,399
1463,703
547,965
581,747
785,667
1844,140
1036,928
1943,1862
215,198
1726,456
621,777
1595,458
1615,26
1238,642
1523,1162
1103,450
953,1064
1510,129
505,483
1632,1270
1219,501
1153,1001
348,740
761,1005
1340,969
839,514
1086,1139
76,148
1092,852
885,483
698,668
412,847
1669,1072
1784,70
1353,1017
1520,1036
610,127
178,1036
1107,755
1256,481
451,1096
913,896
1369,981
344,1260
1082,581
1550,329
1248,450
223,329
1735,1078
1898,832
1924,95
650,1140
630,14
1261,1083
880,687
1468,20
1696,585
728,980
1833,1046
1003,421
600,804
236,135
1352,821
1524,605
112,89
2070,172
443,939
1156,1113
1060,173
1034,1271
1188,643
2144,678
1198,368
1592,103
1690,319
1713,634
736,1178
1339,528
478,1469
243,539
1866,416
1292,793
1650,1247
1416,470
1550,393
777,6
791,1388
1945,514
1641,657
767,492
866,557
2195,799
1211,845
880,816
1328,832
1391,1298
723,747
1402,429
1367,1142
140,364
632,542
625,475
553,663
1313,584
142,789
894,594
1588,485
845,972
1507,917
2063,1142
1047,583
410,811
1844,533
1676,426
1583,1403
528,745
1369,775
822,593
1120,997
723,607
620,951
801,726
1740,793
765,926
836,557
1471,751
870,594
1485,1458
915,559
405,703
211,286
1137,895
864,1501
937,1370
678,237
612,557
1300,1260
1948,332
1117,572
1422,734
1579,1170
1582,1775
1674,448
24,527
2056,551
986,779
260,436
2030,443
457,523
1061,1093
244,194
569,696
306,881
105,308
1326,755
806,74
875,926
649,978
1509,1233
613,618
1135,723
714,1093
534,715
1566,662
1322,1173
378,47
1739,640
634,254
583,526
1206,1105
746,513
1074,391
1948,620
1818,1324
274,580
190,976
1875,47
2128,250
1606,746
418,505
683,519
1767,115
477,715
1482,916
1177,412
999,1185
393,426
1612,1086
574,496
838,429
337,537
1452,651
128,870
587,717
1855,587
1578,732
837,778
357,268
344,648
569,1043
444,105
1607,634
1204,127
1896,714
983,1118
2146,425
1522,898
642,155
435,1214
