x,y
721,1367
2258,1347
959,484
2117,558
1736,1886
538,1349
513,1677
1503,1874
910,1073
1965,284
196,1777
1924,1827
1300,1406
1325,1623
1815,463
328,1726
894,737
1112,697
120,687
1163,1546
1581,878
1879,1706
1484,803
1622,1839
1277,804
887,1385
1068,1452
288,1301
2090,1076
2222,138
1447,1146
1540,665
786,1703
1726,1791
1465,1793
1652,1655
331,1004
1255,329
407,1593
1077,623
192,1065
187,1857
2400,439
889,1747
323,1248
1849,1886
1322,603
221,1646
1182,1233
710,1851
386,708
2058,388
2214,462
1781,1188
1944,1214
1215,1671
1019,801
1336,107
2314,919
1071,1033
1518,1863
2249,1039
508,428
832,1413
2414,1453
2214,1604
1804,1382
1653,949
447,1299
2517,1196
2073,1474
661,403
2257,1724
1681,63
1806,1500
1678,1376
1027,1192
1437,571
837,981
418,379
2510,1062
236,1132
876,1697
1972,1441
1570,1074
741,1523
1170,1019
2079,76
1369,1044
979,313
2257,1544
196,954
1845,1107
1521,1388
1506,692
1802,1728
2197,1762
21,222
2428,1225
1610,1610
2400,989
379,1376
1604,1024
2135,1172
2228,912
1990,784
609,1786
2147,809
1365,257
53,1815
1914,1036
1024,1585
317,1885
2033,702
2395,315
1527,596
1031,1307
775,1694
1756,1638
1380,1146
984,1793
2432,340
2508,530
1454,123
1070,1859
2482,1729
2036,1113
1207,1619
1968,1535
1218,932
1946,1357
227,142
833,1579
1150,1137
55,1324
913,750
734,1365
2321,1638
875,724
453,1350
266,1656
1752,265
1129,438
2141,1007
2340,1665
683,1491
779,1492
689,1359
1115,1614
879,897
1197,1804
350,1203
1397,1344
628,1453
1460,733
379,511
765,1345
273,1257
1919,152
355,1586
645,665
591,1155
350,1316
1539,427
2095,1851
870,468
1470,1244
886,829
1339,1786
2374,1697
1107,976
1949,62
2020,1734
738,356
466,1628
529,1451
76,883
364,742
1632,1718
1300,243
1777,771
824,740
1080,1757
2155,1302
92,469
980,494
2118,1448
1237,543
72,1582
2113,868
967,449
990,1666
515,309
64,961
604,981
1279,103
583,323
695,1401
