x,y
304,690
2375,147
2231,187
1017,1214
971,1085
607,1769
502,1644
2341,854
1756,1758
997,408
1604,556
2398,706
68,1068
766,385
355,1334
1136,768
460,782
1206,1379
1402,778
516,1725
1228,395
1879,1378
2043,1812
665,1012
1268,1554
2136,1786
1545,1097
1465,1597
2358,957
563,924
908,186
2285,1390
1456,1714
181,1186
2092,842
993,1603
1357,1010
2366,1191
660,601
1389,1257
383,951
1352,1405
627,1151
2257,1883
1277,498
2334,1430
1119,390
1295,84
2125,1264
2490,1394
402,1072
2320,1772
2390,466
2002,1174
822,930
321,1896
496,904
827,988
2534,997
1263,1753
550,657
2168,1388
1732,1854
1400,1812
2211,447
2499,1185
313,1539
2477,1045
939,1643
1229,471
1098,933
1079,1450
1023,1516
478,393
1911,127
2403,1895
2210,766
2185,1549
1581,1372
1803,798
963,249
744,1548
933,820
2177,1869
2123,671
2249,946
591,268
935,1006
511,1438
2263,1260
2389,1401
2018,354
503,483
2458,432
1263,584
42,1345
1600,1488
310,1676
265,850
2354,118
224,1385
1900,1254
514,543
1101,21
2464,18
2066,601
196,108
663,1267
972,1673
201,1703
1750,1599
1583,174
1926,1151
1143,174
1717,1462
1541,779
1824,419
1186,698
909,473
1038,999
1422,397
2006,1052
2000,654
1226,1449
574,1866
880,1404
2278,127
2069,928
2044,153
32,1569
673,1326
1724,832
2396,1487
527,265
2025,115
2260,1736
1540,907
2440,1804
225,392
1314,1698
2166,1703
906,1433
2131,618
166,517
1646,18
1072,617
1991,590
900,657
2007,856
2546,345
350,620
14,674
1737,348
1631,1212
2250,1650
1030,501
559,725
1228,1238
540,1790
917,1132
2549,755
1311,1830
46,144
1521,1088
1203,1152
2336,814
699,296
2481,1645
692,453
367,1134
1202,84
867,1572
974,1737
489,1294
1519,461
887,991
491,1482
2372,1733
1645,1566
447,1835
1369,1502
2078,211
165,1058
1028,716
1511,149
1506,1540
1572,1107
787,1875
394,612
922,1227
1350,1332
1951,330
1631,1423
2046,1235
1753,1337
908,1704
687,866
1883,334
1381,919
974,1331
585,1432
2368,278
1523,1746
1989,963
1564,20
1321,1265
1716,27
2539,1344
675,1668
1134,1084
589,184
828,1697
1357,1116
863,1334
2090,1020
2053,396
2266,1465
1201,49
598,591
1864,1295
563,64
76,1795
1466,1411
1266,1466
955,1367
1308,625
76,1511
720,1722
2383,1611
1377,467
546,1127
2522,382
2282,1536
2547,260
595,1650
1980,1104
497,1070
1838,983
952,1563
1137,1216
2148,902
1640,368
1684,983
181,938
1906,1381
233,950
1583,1547
2453,1603
1967,866
1738,1674
2140,1497
1803,977
2253,1029
1502,709
1158,1259
2392,799
509,1583
152,453
2037,193
1853,471
1192,1700
1470,818
2181,199
2185,1188
2366,190
1621,900
301,1204
2230,684
2407,62
