x,y
161,166
180,203
144,203
139,237
174,231
99,293
120,333
154,323
136,346
136,374
94,387
75,439
77,463
43,469
128,458
150,417
200,449
190,388
195,359
203,322
217,333
224,301
247,319
266,322
257,355
226,358
252,393
246,413
225,416
235,455
255,449
274,460
281,446
298,392
289,383
304,336
309,307
299,306
288,303
282,298
288,278
304,282
287,232
312,215
303,205
289,187
303,182
295,168
291,155
298,141
283,152
269,154
260,138
261,190
225,178
197,141
192,131
204,50
252,60
286,71
301,51
306,18
351,15
349,49
316,57
321,80
335,88
358,98
351,110
336,155
344,183
314,456
319,438
327,454
321,329
322,339
331,337
340,341
312,397
322,387
354,382
363,394
356,411
353,430
341,442
387,447
411,438
414,429
399,419
397,402
401,395
394,383
387,371
378,393
369,368
361,353
364,343
360,326
372,330
400,317
388,329
406,334
405,346
431,346
438,332
446,321
448,333
470,318
480,328
485,343
498,352
470,365
460,362
456,391
439,405
458,407
471,460
451,472
432,461
413,458
397,466
429,473
368,458
548,431
555,422
542,417
544,403
561,400
530,405
518,412
512,432
497,433
498,448
490,411
485,385
497,378
491,373
487,366
515,338
525,326
519,319
513,306
566,337
555,338
551,324
539,338
552,360
556,351
536,375
518,387
531,390
599,408
598,391
611,378
622,382
622,402
635,411
627,423
605,429
572,433
608,320
613,308
614,290
627,285
598,293
597,305
573,304
555,296
541,284
541,272
549,259
566,274
571,264
580,257
580,239
596,237
609,252
511,270
506,257
515,244
370,279
383,274
409,288
429,300
425,313
410,311
362,292
343,274
348,242
363,247
367,224
382,225
390,236
405,249
412,226
409,206
392,195
404,181
398,169
382,171
388,146
373,154
377,128
519,174
499,185
511,193
494,212
502,232
485,226
476,242
466,234
456,245
441,270
448,283
456,292
467,265
479,280
619,266
637,257
633,273
620,233
637,225
609,216
591,216
598,209
578,197
569,211
553,212
561,198
545,200
571,185
537,155
552,156
492,147
480,169
485,179
482,190
480,206
457,201
465,195
442,185
424,185
435,177
437,166
436,155
426,144
417,139
452,136
453,160
464,171
478,133
487,119
477,113
457,115
455,99
442,91
428,84
403,77
388,75
378,83
366,68
402,19
431,27
446,35
449,58
453,70
470,69
470,56
470,40
484,30
499,33
500,50
546,105
539,98
541,86
553,94
566,92
563,100
558,121
544,128
562,138
578,147
599,131
604,139
615,131
628,135
621,146
602,170
605,182
621,189
618,107
594,110
578,100
582,86
579,82
585,70
565,73
608,79
607,66
626,62
618,84
629,88
633,101
592,49
572,57
568,50
531,69
535,61
508,77
498,101
508,90
512,101
521,91
524,47
517,59
540,21
525,23
552,8
560,24
576,33
618,10
593,13
577,11
492,7
606,25
608,36
626,28
631,36
622,48
591,346
615,344
632,345
631,315
412,127
414,71
508,210
626,164
443,8
458,15
20,269
60,373
144,78
588,409
587,391
342,31
1128,306
1128,293
1154,286
1154,298
1190,238
1208,231
1215,251
1222,246
1237,254
1243,248
1263,250
1264,261
1167,223
1153,229
1155,260
1117,268
1107,292
1106,312
1091,315
1086,275
1076,271
1087,248
1083,236
1111,234
1110,218
1122,227
1146,205
1146,214
1163,202
1154,182
1140,157
1160,139
1127,147
1097,161
1100,177
1115,181
1126,202
1106,201
1090,191
1085,176
1062,198
1051,192
1034,203
1047,214
1052,254
1042,282
1062,289
1015,236
1020,255
1004,266
1018,276
1007,298
1001,310
994,289
984,301
963,291
949,276
944,317
956,333
942,332
893,320
871,332
865,348
859,357
826,368
819,378
802,372
800,365
804,354
804,333
794,314
760,347
764,358
737,386
715,390
705,361
719,349
708,331
709,303
706,291
716,293
731,291
727,305
