x,y
103,306
112,313
144,351
206,347
217,363
246,405
266,399
300,424
193,460
238,470
201,442
194,430
202,413
183,381
173,393
152,410
151,434
144,450
33,435
35,413
36,389
19,428
32,352
50,332
34,280
52,267
90,335
93,298
80,251
104,240
136,234
156,239
171,205
180,242
159,291
100,457
114,458
110,449
208,474
110,374
117,397
129,399
328,409
353,367
310,467
317,456
262,443
273,426
291,384
269,353
252,338
252,320
265,312
257,297
225,315
226,303
222,285
220,278
209,264
190,276
203,306
154,327
117,337
113,349
29,231
54,224
67,205
45,203
26,216
4,334
3,400
3,191
30,164
67,130
48,150
68,162
67,182
110,148
93,189
120,172
131,135
140,141
164,138
181,159
156,176
120,212
247,252
263,234
253,225
265,199
291,221
288,206
312,202
310,217
349,214
324,242
297,294
311,296
333,321
317,314
307,333
294,342
357,323
380,305
389,337
457,279
490,253
526,267
543,236
571,222
559,214
598,188
622,216
631,164
624,76
594,87
471,152
505,139
497,151
569,148
597,164
634,66
617,37
23,88
28,121
55,106
80,96
94,100
124,102
123,76
150,92
167,107
196,95
192,85
187,74
167,56
169,25
149,43
140,35
125,34
115,35
122,6
102,9
67,17
81,26
217,156
250,121
268,102
225,106
220,91
205,45
224,16
242,11
264,16
267,38
244,40
250,58
243,72
280,71
292,82
297,90
324,48
352,95
349,120
340,131
360,125
326,161
317,140
299,148
363,188
362,172
389,149
398,163
412,178
418,185
392,189
402,251
401,278
406,292
354,285
352,274
351,258
280,159
263,158
260,169
248,173
375,88
396,73
376,40
402,28
403,17
393,6
332,10
318,22
235,22
447,207
485,207
507,199
465,225
456,243
426,233
450,130
456,115
413,139
427,124
430,101
406,116
401,90
413,68
411,55
436,40
455,18
473,25
477,51
467,77
489,61
476,117
524,227
538,208
553,173
536,170
406,326
427,312
561,460
525,477
598,440
635,428
546,107
517,102
500,101
519,77
539,77
560,73
559,46
524,18
496,18
500,38
524,40
579,25
604,9
590,4
652,132
743,129
732,153
673,162
689,187
692,211
722,213
720,189
653,221
705,18
709,43
661,56
679,73
655,80
681,101
780,115
783,151
815,90
859,158
891,78
915,87
831,33
802,10
796,31
771,31
770,44
1093,90
1221,60
1263,64
1159,326
1167,330
1186,344
1141,398
1038,393
1110,437
1100,461
1170,472
1268,383
1276,445
992,356
990,398
977,383
957,415
902,425
777,412
706,429
754,447
770,466
733,472
784,477
1143,68
1311,55
1299,67
1332,63
1411,8
1451,24
1464,13
1567,23
1579,35
1669,6
1627,5
1602,5
1839,15
1890,13
1907,38
1898,101
1911,202
1732,206
1735,228
1577,229
1556,240
1552,274
1578,275
1454,279
1386,260
1342,286
1301,262
1325,305
1299,350
1338,319
1347,340
1383,336
1475,395
1473,377
1391,415
1368,423
1348,459
1356,473
1287,441
1287,384
1553,419
1564,435
1586,404
1546,345
1558,327
1583,336
1515,307
1637,318
1615,326
1656,275
1725,260
1708,275
1719,292
1794,263
1816,274
1828,234
1905,224
1860,233
1907,288
1898,270
1876,278
1836,283
1842,302
1900,333
1832,395
1843,422
1908,408
1800,338
1788,348
1770,364
1750,349
1747,324
1781,307
1793,320
1665,378
1660,399
1639,430
1617,435
1632,466
1562,466
1537,477
1528,241
1768,404
1773,426
1776,445
1806,461
1675,334
1691,342
1398,329
1963,93
1959,5
1980,61
2008,81
2021,72
2080,84
2073,6
2154,22
2160,83
2183,114
2237,95
2236,65
2243,36
2320,78
2335,113
2346,105
2360,88
2360,72
2400,24
2407,44
2434,82
2398,123
2494,138
2537,83
2487,173
2455,196
2432,224
2524,269
2511,327
2116,252
2170,264
2188,242
2183,178
2202,167
2266,175
2285,167
2332,204
2360,236
2397,208
2396,260
2403,310
2417,347
2450,367
2548,372
2426,386
2312,378
2297,314
2302,254
2340,408
2337,467
2259,226
2188,200
2215,222
2216,242
2084,121
2009,330
2038,366
2052,360
2119,361
2134,357
2183,352
2198,309
2206,329
2088,270
2110,302
2128,319
2060,129
2033,122
2002,128
1957,172
2005,183
2022,220
2125,124
2127,141
2073,153
2088,152
1994,204
1961,373
1957,309
1944,277
1927,370
1939,440
1954,468
2073,459
2160,459
2151,434
2101,413
2119,424
2068,232
2072,195
2028,259
2237,403
2220,388
1937,336
1978,1551
1453,1749
1299,1488
1478,1454
1501,1453
1569,1508
962,1478
1163,1553
131,1771
371,1845
571,1574
30,998
206,1397
482,1212
558,1365
604,1336
623,1230
617,1157
605,1175
550,997
394,984
375,1104
354,1104
298,1038
241,1106
166,1053
176,1177
133,1216
117,1247
50,1247
66,1011
13,1077
100,1157
26,955
211,943
147,909
225,889
285,917
298,932
331,900
302,800
319,804
359,812
395,888
416,916
464,951
492,912
467,901
455,861
551,919
567,893
583,903
626,901
610,765
582,769
544,779
555,766
523,754
523,713
535,696
519,801
501,785
472,817
432,843
401,811
394,795
416,754
404,738
412,691
311,738
325,706
238,764
248,748
199,778
183,813
162,760
142,724
155,697
176,717
192,701
514,558
501,568
579,586
621,612
571,727
543,634
601,676
105,649
55,689
27,602
35,608
37,534
116,605
106,524
51,501
127,497
182,515
173,574
147,610
139,655
193,634
220,533
224,555
241,563
243,603
225,616
246,677
258,704
247,722
225,724
366,654
369,629
343,560
313,554
309,590
322,598
376,551
376,525
247,493
268,501
467,524
471,636
460,656
430,620
588,741
599,587
625,575
635,551
618,536
588,495
601,548
634,489
524,487
475,507
479,490
502,654
266,672
289,656
230,645
229,669
433,730
66,541
65,528
991,1418
1064,1270
1064,1322
1104,1226
1231,1292
1220,1014
1219,984
1240,982
981,1062
985,1031
1011,1076
990,1142
940,1158
954,1200
954,1177
985,1206
967,1257
864,1140
789,1159
800,1193
758,1192
681,1218
654,1080
692,1049
755,993
693,970
1077,1003
1174,1048
1186,1037
861,975
803,953
753,949
736,916
666,952
901,950
1029,953
1176,764
1218,807
1052,763
1024,858
880,838
899,838
949,848
992,871
1096,901
921,909
1250,787
1274,654
1258,631
1228,663
1175,644
1227,606
725,876
734,721
762,732
726,849
722,618
671,689
650,696
649,728
719,659
941,709
941,753
1003,799
847,901
820,814
809,802
839,786
812,709
826,692
820,647
1023,819
1050,833
1093,842
1100,870
1076,687
1104,699
1113,662
975,645
955,609
960,568
998,569
993,524
1086,565
1126,553
1155,535
1164,569
1216,535
1179,554
1135,579
1073,638
1010,722
928,531
931,560
910,576
892,553
847,565
830,517
890,497
914,498
1262,494
675,584
691,561
706,551
724,542
718,506
683,540
658,490
756,490
728,514
987,744
999,784
875,897
882,866
1028,666
1032,647
1191,640
854,491
861,477
1445,995
1367,1032
1358,1082
1434,1141
1369,1174
1418,1165
1443,1208
1554,1267
1474,1304
1511,1327
1550,1366
1687,1119
1677,1048
1566,1049
1292,1122
1818,1062
1861,1025
1911,1158
1893,1196
1884,1296
1803,1132
1563,995
2026,969
2006,1131
2046,1172
2053,1373
2404,1219
2548,904
2436,490
2362,523
2358,642
2357,852
2332,876
2238,500
2260,552
2272,544
2226,638
2255,697
2200,604
2119,563
2131,546
2037,569
2060,572
2043,707
1977,723
1944,692
1929,723
1988,531
1994,569
1947,559
1933,537
1936,506
1925,563
2052,844
1968,788
1287,547
1310,525
1390,531
1459,498
1552,545
1476,613
1386,776
1465,723
1417,689
1471,679
1583,681
1554,600
1572,554
1599,552
1642,580
1647,492
1749,503
1800,589
1806,653
1878,575
1877,594
1903,589
1903,564
1877,743
1865,776
1837,749
1850,651
1811,694
1767,847
1799,862
1732,870
1743,919
1707,818
1714,772
1690,776
1622,885
1576,899
1628,924
1462,945
1464,877
1422,870
1382,936
1415,666
1368,618
1355,571
1393,568
1482,581
1327,670
1300,747
1635,751
1570,739
1658,836
1640,801
1622,820
1662,869
1287,692
1286,720
