x,y
529,1491
223,1095
2166,1235
113,1793
2328,1365
1665,959
1466,1195
312,1238
456,1889
1796,1165
2184,1401
1481,949
1109,1010
1943,943
373,1370
2033,1635
693,1102
2026,536
1474,1410
148,1456
1226,1247
702,1363
759,1659
1165,1397
1835,1011
2270,868
918,791
2116,1101
1602,1413
1936,1819
1812,1253
2101,1525
1659,560
321,1490
775,193
1296,664
2090,279
2479,1713
2115,93
1946,1878
1468,1877
1510,267
1197,1720
1149,202
1934,1597
2524,1092
689,945
1959,772
236,860
503,671
1789,398
2530,1618
2333,274
474,1667
1314,1370
297,1641
2011,857
2387,1811
432,1731
2245,952
2411,1495
1273,1014
1786,596
1823,272
2322,475
739,1806
1639,721
2169,189
1754,1906
354,1787
1082,472
2363,1304
1325,1703
306,326
1735,1365
1374,776
2010,1868
1998,332
1490,765
1019,1507
935,930
1347,236
1471,1694
210,1576
2319,1031
1154,1762
641,1578
390,1155
518,558
1377,1800
804,1373
977,1577
2065,1201
1810,775
799,1788
1828,1426
1168,1854
1831,1308
2518,572
1663,331
1466,690
570,1465
318,1021
320,1582
537,1524
497,1736
81,1556
1600,563
2265,1412
1174,1901
182,1817
1771,1603
900,1369
2004,1053
131,1060
2409,1402
2422,1097
991,490
1734,1303
608,1904
1731,1438
2329,1679
1029,1689
1541,1343
58,737
1236,870
511,1628
2368,770
1290,1817
706,1050
1832,658
1333,1214
653,540
1357,717
1800,910
1814,1490
2523,42
1110,1207
2275,1297
1159,1612
1351,580
364,1518
800,752
2177,598
592,271
28,1087
1641,832
573,306
1268,674
439,1162
2373,85
778,1309
1755,1824
2225,1607
963,732
966,264
2437,1184
2147,864
1890,838
403,767
1836,412
1491,1807
948,1302
2146,37
572,1675
205,787
1228,1826
119,1261
404,1792
842,1604
42,1596
1936,1356
282,995
1451,1859
1865,1603
2373,1880
509,219
860,1863
1888,1552
458,530
1275,281
512,932
587,1388
2171,1744
1284,439
1388,1079
1291,727
1043,1614
2349,833
219,1885
882,689
2109,1754
2045,1360
1937,1135
1611,1236
18,1376
1863,1371
279,142
972,655
1284,1151
2294,611
1906,1088
1159,426
576,1624
2355,1623
659,1905
1011,1017
1103,1113
942,1877
1980,1332
1897,1190
27,1714
508,857
1193,541
115,1406
1615,1815
1347,1519
2239,1759
1820,863
937,1490
1650,398
1648,222
1083,1659
511,1059
758,1425
2334,937
1316,291
1660,1535
1566,815
1939,661
372,1026
1756,665
969,345
759,832
1578,1545
967,421
603,1119
1741,1539
1539,700
1002,1451
2030,601
210,1012
1239,1577
33,275
445,1594
927,1703
2214,1055
298,198
1686,511
2198,39
2511,762
1492,1383
608,1760
867,1501
1489,1900
2307,1196
1417,852
1497,1579
2537,459
2069,1879
1977,1472
1544,1876
1334,650
1495,573
2023,484
2293,479
1598,903
207,1652
115,1667
964,1086
132,220
1478,108
814,958
1318,1295
1939,1219
516,1428
2253,1191
216,1431
1975,493
2428,1569
1263,1407
2144,1156
1001,409
1517,1750
1819,1368
1985,896
2299,1111
486,1371
446,1405
610,763
934,1641
1586,246
52,1156
2378,1663
445,1545
1753,395
674,1266
521,1776
792,1171
1438,1431
1900,421
1998,1792
2140,1646
1931,816
1271,1717
2354,469
1176,261
583,1206
2002,1555
204,1301
985,1312
2078,1263
1098,857
1888,1421
2133,1390
1937,1051
1624,1055
2090,322
1381,1186
708,1694
1572,615
1487,364
738,1598
266,1840
2357,1751
2498,1549
1674,789
258,1708
345,1739
437,618
1752,228
2242,12
1891,1143
799,883
1744,729
1381,1745
1969,1045
1738,1697
2534,1679
1862,320
2289,27
907,1464
1778,1345
1634,260
655,1647
2024,516
1036,864
1834,1716
1586,1586
2099,1663
639,1077
387,1904
473,1608
1259,1900
1574,371
1649,136
1569,1090
1873,896
520,1696
1491,1418
762,1905
1687,1320
2449,441
2229,1726
1641,1102
1972,718
1002,577
837,1815
860,1606
498,1868
842,508
224,1801
1217,948
1234,474
669,1290
867,1395
1356,1140
449,1261
2326,1553
2464,672
1391,464
808,1859
108,1723
1548,77
1851,1655
1123,1883
1695,1065
249,825
1018,1385
2369,697
1042,1861
762,1493
1633,1587
1491,176
2224,293
891,776
1715,694
2439,962
437,1000
1017,192
838,1772
1055,828
481,1519
191,1268
982,1867
1078,299
2473,567
1065,1736
1445,1791
689,1522
1212,128
1859,432
1966,814
2044,786
1008,1748
709,890
608,1239
2304,82
25,1463
1908,197
310,886
1516,406
1272,850
1525,1638
94,1111
1242,1311
1532,377
1606,490
1688,1805
904,352
620,1813
672,719
685,784
900,870
118,1906
1604,1701
602,858
1281,12
1473,1651
1539,653
620,1332
967,564
316,1072
1562,1750
1502,1488
1986,1672
1384,1452
326,978
1218,910
1695,697
1250,370
2174,1835
1354,1770
1864,738
12,1542
2444,1312
1413,969
1819,1557
274,1151
1192,1160
2545,709
2469,1039
1093,1307
607,816
2152,1313
1840,1882
1245,1445
14,454
2316,755
655,1841
1100,1873
1794,189
2384,1460
442,377
2447,723
558,1244
1040,1058
944,65
1057,122
1325,370
1121,1484
2474,1890
306,1413
181,1689
1720,1109
1859,1869
927,1093
2412,267
325,1216
1020,1087
67,1510
2017,1584
1817,90
1065,725
2012,27
843,1503
2146,1901
1180,655
477,76
448,896
1129,1574
1665,1722
553,1170
2130,650
1470,1073
1220,1908
1941,1745
957,1619
1524,1044
1969,1369
1105,1564
1716,1081
361,1905
1342,912
1596,1267
1599,671
916,590
702,1480
1337,631
2032,1259
387,1487
2491,230
93,1490
21,1321
1824,32
1854,1506
165,998
509,1271
408,1379
280,740
1505,1268
2232,1663
725,103
1439,330
2217,1117
2525,1256
391,487
1206,84
2338,581
1022,284
74,1268
407,1293
1189,1550
1229,275
1604,332
29,1228
18,1660
2188,1588
328,1251
1729,1498
1320,1548
2482,1242
77,1396
1089,1780
1910,1773
1774,131
1145,998
972,1411
1888,376
1715,927
817,1010
2432,1776
1696,927
2016,261
1765,1081
1835,1797
1720,1040
1214,1886
1032,962
1334,1458
1544,1659
801,1730
2315,870
1801,1655
2264,1902
801,302
802,1082
521,328
2530,394
625,925
2239,521
1550,457
350,648
2015,1679
237,1060
142,1685
1521,1818
2043,1737
227,1491
890,80
2182,1634
1861,993
693,1861
1634,300
1235,1272
1140,1910
2306,1892
997,1286
838,1270
1065,795
2400,1738
909,1218
1589,422
1233,1058
120,276
1583,1125
2478,1304
2219,856
2551,1394
238,568
644,442
2169,138
516,1286
1086,757
2283,1272
1716,1402
2497,470
1658,1429
1424,1547
2168,1674
2197,1884
10,718
1499,1287
1946,396
154,1909
23,823
1121,341
1911,587
2338,215
1209,1134
1291,1463
2287,1479
1910,1711
2052,1454
2195,869
1380,1167
886,106
579,1068
1070,371
1807,1904
2445,771
1850,5
2122,241
2542,1731
1202,1079
2210,731
1318,833
2223,1510
1116,1910
1946,102
181,625
2497,1416
1062,319
1517,1773
1494,1532
1175,1521
346,632
2000,749
2553,189
838,1286
1174,1439
2535,1178
1506,1107
1287,1243
1996,1435
847,1892
2119,1219
1326,1636
2465,253
1653,101
2041,1862
2421,319
1278,1769
1893,632
410,1500
1512,543
2283,1244
1747,437
857,505
691,1170
2074,1004
778,555
2482,1792
1696,1832
2516,1046
2349,1088
2153,1038
1374,367
149,812
1240,1283
1129,1128
2096,4
803,1283
1056,1130
2189,209
2501,693
1718,1873
1571,6
1612,8
1758,944
1102,1523
973,632
1714,1833
147,619
2303,1313
1783,436
2451,1750
1173,1021
1604,1283
70,1284
1757,1475
1826,635
1037,1911
2489,1913
1848,291
1711,1802
536,135
9,1593
2555,1491
1901,643
2385,1546
985,1276
1710,515
871,1304
1691,4
1525,1028
1699,1405
2223,569
546,489
2357,1274
1912,677
790,1276
1697,1185
1455,1145
1711,1185
449,1284
1357,1551
2298,562
849,1396
459,212
864,935
653,97
857,1286
2088,1282
1656,1848
2186,123
117,1282
1541,635
2555,469
327,1684
1978,418
1996,71
990,129
1083,1915
1213,3
2171,1461
2088,1427
2311,186
1374,1272
875,1823
27,1842
641,1269
1795,716
191,372
902,1019
2490,784
192,481
1545,550
997,1225
56,976
