x,y
1562,1712
266,616
730,730
548,605
2533,1903
1040,488
2165,1118
2329,1184
377,863
1883,353
2480,1071
366,1202
2207,1622
2143,1675
230,1025
1940,1759
1580,656
789,1282
1658,1755
888,681
1258,457
1504,842
1071,634
917,772
1575,777
500,1040
781,894
349,466
889,490
609,611
1246,663
1136,808
1851,982
1568,495
1120,995
1517,1042
618,759
1460,376
921,822
830,498
1030,449
298,741
1101,111
511,684
1870,526
145,372
2122,983
1438,518
1586,450
1926,427
1708,562
1061,1276
948,455
1251,318
2115,390
1625,113
1522,639
1316,764
691,748
1198,810
900,366
1060,753
1519,139
691,580
1435,306
1873,251
1245,836
972,422
1029,818
509,1271
1332,1098
166,239
1816,759
2416,1552
1493,35
1243,709
1060,585
435,701
1061,553
1637,426
1737,502
1186,121
621,1024
1722,417
454,1036
1759,464
1350,403
1577,722
218,535
1592,1061
52,592
1249,377
1951,1463
75,851
1312,437
1588,539
403,612
273,155
1471,459
1174,785
1315,837
1075,1365
503,448
1076,801
257,530
1075,1860
1868,873
1129,1041
877,979
2433,1122
1647,899
429,943
10,683
1514,701
1231,561
1115,552
1079,457
827,543
1384,492
1081,368
1197,343
504,1191
847,706
1436,464
1417,864
1729,304
394,1390
698,467
1657,639
1465,998
1627,33
1894,848
989,566
702,667
1174,1294
2177,364
1109,1195
943,1814
557,885
1086,562
1764,249
740,656
390,1103
1704,970
1409,677
1344,911
35,763
670,1063
1877,741
1213,30
1380,407
1233,429
1189,702
1552,393
288,817
190,571
452,592
1792,539
1499,544
702,187
790,440
1393,449
2397,411
426,518
1264,802
1180,1412
893,385
1694,656
486,1095
1196,971
695,796
27,1048
312,844
813,468
1865,596
286,898
565,759
1943,1530
501,788
1576,788
987,743
301,581
525,994
170,274
355,932
1002,1355
1571,587
1609,872
888,1167
39,904
1675,583
660,849
1382,789
1195,574
218,644
479,549
1644,850
579,1194
166,761
1409,1453
1267,592
1657,949
219,174
1372,1039
374,811
1057,904
2119,1233
1910,11
1324,676
2044,535
1736,647
541,139
568,1306
688,629
1291,572
1807,901
804,640
543,237
1433,26
1908,350
1207,867
867,1098
1910,513
870,797
24,371
310,781
974,813
1138,535
746,856
1734,946
953,1245
884,550
970,349
1212,681
2088,1472
928,595
591,1345
554,728
509,864
1770,656
1974,675
1038,1017
2194,268
1766,606
2173,1315
916,1323
1940,859
1038,845
1587,943
688,690
92,92
2083,88
1405,647
1573,763
754,1085
700,1795
824,1149
564,59
1625,391
595,547
753,375
1001,887
1521,733
399,256
974,389
1816,1562
871,1066
1811,499
554,1355
2342,990
1443,1110
221,570
851,621
1060,925
763,669
226,852
1688,486
781,1110
1688,1124
210,457
610,975
649,659
722,888
1890,1055
1419,501
1409,381
557,1241
191,76
1619,449
1714,1107
67,672
1158,438
2535,1054
949,1004
744,1468
780,1641
916,389
550,951
660,695
1564,1295
907,846
901,441
985,1067
2295,1587
560,452
606,1532
1229,401
553,678
1461,23
1189,533
524,1085
557,1097
2066,154
209,369
472,741
177,103
325,1020
1236,890
1452,629
1373,678
1063,876
1816,800
2277,504
921,94
370,491
749,742
1499,681
2181,589
705,915
378,1218
682,206
1716,762
831,774
1039,1052
1729,1053
236,675
603,901
1533,1195
1765,1173
489,1461
1121,386
958,579
1030,889
1797,725
1496,720
491,1231
577,161
1026,584
1159,1852
1592,113
728,974
1025,1224
226,312
534,826
964,670
809,1241
1264,423
2070,271
551,562
161,1297
827,1194
1029,420
924,918
1129,1401
1104,741
2258,1224
1344,77
86,1376
348,882
577,676
905,534
1209,381
2112,545
2161,691
414,1201
303,124
2258,199
722,572
360,914
1710,97
1719,849
302,1327
1348,307
2059,817
1247,1070
1400,805
662,404
1104,437
1170,420
1532,28
1198,951
52,710
