x,y
1193,845
1250,318
720,283
559,140
1754,1846
691,888
928,909
699,1490
1202,1083
2323,399
2540,411
459,1015
492,603
1862,1695
1179,1698
1569,72
1547,382
1456,1391
1301,274
73,1639
666,1345
1253,1536
1519,649
1362,1760
1194,1097
2443,733
1879,217
978,115
245,1760
1692,92
541,135
717,1683
524,922
2239,1337
895,1556
2249,280
1557,85
1949,98
2296,410
1680,1431
603,1872
582,1712
187,1883
2457,1202
1678,1033
111,139
793,1287
210,1337
782,1696
1165,828
583,1532
1789,544
2081,490
903,1304
2373,1008
573,1254
526,1013
1112,1458
1380,1177
22,1071
2120,51
332,111
341,1751
462,1322
1550,1659
2327,31
568,803
2035,1297
244,191
411,199
173,1185
686,1513
2338,651
1565,513
137,814
22,1233
1797,294
688,1355
31,258
780,1237
1626,1171
2537,374
852,1742
994,1767
1035,618
694,329
1411,1734
1745,1773
1249,1373
215,699
2258,1515
1646,544
568,543
1403,382
671,1239
1888,236
291,846
1782,839
1609,1609
1931,88
2365,380
2079,1434
674,509
2305,752
2004,463
1129,1339
1435,1371
1263,720
922,877
1709,786
597,140
1477,1409
1049,1053
877,773
1401,1034
1060,691
1071,247
2093,1079
2159,716
451,370
428,437
2279,935
315,1036
1373,1264
1502,1877
1336,1345
1498,548
198,882
1122,595
860,404
2444,1217
1233,847
1486,1157
1070,1624
1678,1902
1399,1889
1214,435
836,977
2392,1027
1869,1730
786,781
1175,1726
2016,368
1670,1745
422,1779
1818,760
1393,451
484,829
825,251
1360,814
867,591
2205,217
117,1447
2065,1004
1511,233
1262,477
2327,298
2504,594
89,303
2488,889
1836,681
82,100
271,338
1867,191
1218,325
2541,1317
1066,307
1517,1002
592,90
1223,1050
630,1329
1739,979
682,694
1265,1747
646,428
2136,1216
653,600
2233,732
1295,1354
1717,370
1220,771
2503,259
287,1065
918,1234
253,1213
647,1663
2170,1432
1135,1125
1871,879
1262,356
1293,1573
1991,1560
1973,1814
574,1659
19,893
1058,1485
264,887
1609,1795
1120,324
2291,124
352,1879
938,342
241,1273
853,1045
1379,55
1712,1470
1289,721
2229,1117
1621,995
2321,835
95,1064
788,162
2314,1345
882,114
2029,751
714,800
16,272
188,1283
2178,672
2476,1181
911,412
2338,1247
384,796
1673,1549
78,1701
2472,1296
1800,1073
1605,36
146,83
1268,1478
1421,231
444,113
1290,1473
1197,877
1602,1118
1262,272
1165,767
942,822
1984,118
2257,1715
2044,1584
1355,1042
860,508
2108,532
27,429
1967,1217
988,1462
1410,774
115,406
1655,665
60,1874
281,716
1679,1715
698,85
2268,32
1821,601
2441,1383
1203,984
220,1678
2086,9
1141,1649
60,346
591,1203
496,1447
648,1406
574,714
2342,975
2060,275
1068,110
1289,1751
2502,1014
2146,1088
185,1338
321,116
1952,438
557,374
1557,606
1936,1910
49,241
1268,580
312,1372
591,1202
2539,466
442,381
388,973
1543,1748
2194,1548
433,1608
461,357
2435,1414
191,1518
1089,1075
920,1345
2145,1824
184,414
1541,1545
825,646
269,1465
548,1909
133,1374
532,175
1340,171
2487,203
98,996
2171,56
907,816
269,1291
1482,922
785,1424
365,922
224,417
245,549
675,908
1115,1387
1859,1162
2361,1863
99,753
151,1686
508,509
991,86
2246,1771
1190,1821
1754,6
1476,1912
2552,583
1272,1355
7,813
856,5
2553,1773
965,1775
303,1524
485,1866
933,193
