x,y
63,217
65,196
61,187
39,199
19,214
27,240
96,203
98,212
105,182
104,151
41,169
32,175
30,168
25,107
62,112
84,96
93,78
77,81
68,63
42,71
116,74
121,46
128,37
147,36
164,18
142,5
161,76
167,57
164,47
174,46
153,57
154,100
143,106
153,117
141,137
167,115
176,118
174,89
175,74
186,70
194,56
196,37
192,22
187,8
225,17
225,45
235,36
245,39
266,28
271,47
261,63
272,58
273,68
261,81
244,75
241,98
246,113
238,117
223,99
220,115
206,119
206,129
204,98
224,139
188,127
177,154
162,156
159,170
170,168
195,186
210,185
216,193
165,198
154,252
146,252
132,260
131,236
123,241
114,253
99,258
87,265
74,261
71,275
66,290
71,303
53,298
16,284
36,284
23,334
43,333
56,318
31,359
11,354
50,358
59,362
10,391
77,381
57,387
88,399
85,413
51,417
51,432
9,444
6,421
41,472
85,469
96,451
101,433
124,448
72,166
87,314
90,300
112,333
104,354
112,358
112,390
138,374
135,387
159,427
154,440
167,459
172,427
192,439
176,406
192,413
201,417
204,430
206,455
207,468
217,465
226,453
233,449
239,459
251,456
262,450
286,440
276,470
273,421
279,414
290,422
264,402
235,401
206,409
195,391
183,381
199,364
175,358
185,338
170,333
143,354
131,346
126,336
133,323
123,319
140,326
193,300
175,280
161,291
148,286
142,276
126,285
138,293
144,312
161,224
191,244
196,229
208,236
199,246
204,257
209,224
217,224
211,208
234,225
223,260
227,297
227,315
231,327
240,337
248,339
219,336
199,337
207,325
257,364
266,359
263,374
280,392
295,406
309,410
326,407
314,380
317,367
336,364
343,377
317,339
334,318
347,305
341,292
313,295
307,284
295,294
281,306
253,282
241,241
253,228
230,210
241,213
245,199
238,189
253,189
257,181
257,149
265,140
268,151
247,148
271,122
269,112
289,130
296,117
303,127
315,86
307,94
318,66
292,74
281,81
262,100
293,231
295,216
304,225
279,218
267,209
294,258
318,243
329,247
332,224
314,268
268,334
280,357
286,372
370,383
357,362
359,385
367,369
370,433
361,442
375,443
383,449
383,440
398,449
374,460
382,426
368,452
356,431
330,445
321,460
318,432
309,427
432,445
435,429
425,433
470,467
482,449
506,441
536,459
535,443
510,471
495,474
538,475
412,411
423,391
455,415
448,395
471,396
467,382
478,381
474,359
434,344
427,329
441,336
434,356
408,372
395,378
390,370
388,344
387,400
358,331
373,322
399,305
396,294
387,312
382,295
387,282
357,286
369,274
341,272
360,266
361,251
386,235
388,250
401,254
411,277
425,257
423,242
439,264
442,247
451,288
447,308
456,317
478,301
459,298
467,317
473,326
504,307
487,318
502,328
518,325
526,349
527,356
523,368
531,380
546,374
540,396
494,399
513,402
482,279
496,289
502,276
466,279
420,221
420,208
438,213
403,225
377,215
358,223
285,194
286,181
287,165
303,181
302,192
310,203
329,202
324,188
369,195
378,185
367,180
348,168
336,164
325,159
321,147
335,145
335,122
345,108
357,100
356,124
367,141
389,161
408,152
420,158
393,178
406,195
422,186
431,174
444,153
430,150
388,146
394,123
400,104
417,118
447,141
442,122
434,192
448,182
460,190
460,201
473,208
460,218
458,243
483,222
472,183
493,168
490,152
494,140
507,153
442,109
438,85
423,70
437,65
380,56
368,58
362,48
347,61
336,64
330,53
311,29
291,24
335,29
351,20
372,24
382,33
391,29
409,43
422,29
432,23
451,40
472,33
481,15
401,7
432,7
451,7
310,8
494,54
511,48
526,34
537,20
545,26
503,12
468,54
471,104
484,82
491,94
503,98
492,115
478,117
504,123
484,133
515,144
499,194
509,169
519,190
524,176
535,167
505,215
499,235
507,258
508,247
515,271
527,257
513,294
524,282
544,295
560,292
554,282
569,285
566,271
544,257
552,249
539,229
535,204
547,187
576,178
572,194
549,166
567,158
546,137
534,105
532,86
551,88
548,78
540,57
526,66
541,44
570,40
566,29
607,67
604,81
601,32
550,38
576,112
574,85
586,86
562,79
586,68
599,11
561,3
614,5
634,7
635,24
615,35
615,48
617,57
633,45
612,84
618,92
603,98
593,102
591,117
610,124
614,115
616,128
607,138
581,149
604,165
621,151
626,139
631,119
633,105
635,82
626,163
601,207
618,193
637,183
636,218
627,221
635,238
633,252
637,269
620,276
590,259
579,255
558,236
564,224
585,233
584,224
600,230
613,239
553,321
577,298
582,312
573,325
597,303
605,320
619,327
612,337
601,363
579,350
