x,y
2077,1900
1087,444
1125,375
1292,476
1083,1365
1709,1192
1503,369
923,613
261,725
1063,622
1560,484
1039,50
2014,356
1746,824
1397,1585
1445,1133
1657,636
1210,431
1470,574
392,1088
1182,957
1428,797
1039,489
945,936
933,1581
646,14
1319,593
1825,744
1123,961
1180,1196
638,781
1343,935
1914,191
988,893
1692,357
2335,371
1269,723
551,157
2077,503
1640,847
1118,1625
1283,1212
1507,1493
875,878
1603,1111
1559,315
609,881
1998,164
1746,348
1514,647
2513,657
492,591
2072,360
850,1023
887,412
612,90
1443,478
718,1090
2228,547
661,1294
630,1169
1884,662
1161,1688
424,204
1813,1389
1046,1423
1725,1434
1602,609
1279,1023
1151,631
990,1226
1521,842
1620,332
874,667
732,139
1600,923
1032,1119
647,1478
1350,639
1076,709
707,1005
745,928
629,212
1140,408
547,1270
2065,1187
2132,708
605,1424
1676,447
1999,1199
926,1458
2036,65
692,616
359,201
1909,906
1616,396
237,146
255,1547
45,1716
1298,1266
2066,924
2018,645
1673,702
1547,1076
1594,1001
1731,55
1054,866
382,1177
1630,813
672,1424
635,1037
1051,438
1446,909
671,645
1131,884
330,833
1376,544
484,721
1501,477
2206,688
1225,393
1770,1701
1518,1414
469,508
269,1254
1325,1458
1182,1000
1838,97
893,1060
2118,813
410,1708
1195,647
1361,1338
1731,978
2519,1030
1821,953
1261,640
916,1109
1605,1052
911,832
504,1104
549,668
1118,1413
1788,563
76,568
248,218
1438,942
199,428
1687,1620
95,311
2105,633
1503,783
445,312
2233,304
1352,716
802,1558
483,56
2351,71
583,1015
2203,140
1861,1001
1209,1882
400,999
1192,1658
1461,1249
1741,1504
1136,1311
349,1749
2008,428
767,1064
960,1488
1299,345
946,606
468,1101
1086,780
943,680
1458,1212
270,419
595,701
1230,1164
1688,1273
538,1585
915,2
2458,291
1687,734
168,959
476,685
1914,548
288,1111
1266,440
453,982
318,240
1350,1056
1416,1345
530,619
1972,535
318,179
1102,455
2023,722
1467,842
579,1059
982,1111
1205,1258
822,426
1511,1470
727,777
465,170
858,1165
1596,846
1316,874
1471,778
1110,564
602,1102
1868,703
2378,829
171,18
1656,368
104,1046
1432,1498
710,495
1291,517
1646,1423
255,1103
990,831
1307,1324
942,545
1364,809
965,1347
1363,1436
1667,306
771,1140
729,1273
582,572
