x,y
1946,1445
2098,1444
1994,1490
1990,1774
2152,1739
2145,1661
2155,1633
2325,1650
2334,1612
2483,1594
2546,1475
2412,1469
2288,1563
2228,1574
1944,1394
1955,1340
1997,1336
1923,1322
2038,1339
2096,1431
1923,1048
2277,1237
1989,1191
1929,908
1965,866
1959,810
1982,714
2061,748
2123,703
2050,617
2044,653
2030,569
1990,511
1927,481
2117,498
2304,564
2354,594
2373,507
2207,722
1938,632
2226,643
2247,672
2093,725
1958,59
1962,80
1951,154
1938,437
1956,276
2020,230
2031,38
2061,4
2128,122
2129,134
2099,162
2093,177
2069,210
2071,274
2000,328
2078,293
2127,296
2042,356
2054,401
2115,413
2135,357
2231,361
2231,410
2394,327
2442,243
2323,180
2349,58
2284,31
2265,36
2154,2
2174,74
2173,88
2176,128
2205,130
1317,71
1353,17
1356,37
1353,55
1375,116
1417,60
1417,34
1419,11
1437,29
1477,45
1495,51
1535,36
1551,56
1593,41
1627,47
1645,52
1700,46
1724,29
1744,43
1761,35
1617,100
1512,286
1711,333
1761,315
1770,310
1799,295
1851,293
1854,182
1736,83
1890,206
1869,218
1907,182
1909,312
1866,324
1802,357
1861,387
1882,419
1863,474
1727,422
1671,462
1656,477
1607,458
1621,448
1636,440
1635,375
1590,331
1660,288
1535,289
1479,384
1468,430
1516,424
1538,442
1566,431
1564,476
1407,464
1392,442
1344,445
1325,441
1289,441
1284,414
1308,378
1393,380
1375,355
1449,352
1481,325
1436,322
1415,317
1426,303
1309,105
1481,104
1469,97
1417,106
1827,95
1683,336
643,29
670,14
689,32
746,9
817,20
814,6
798,48
842,52
864,78
736,85
762,72
762,93
748,129
738,137
642,148
642,120
655,116
671,151
651,199
643,243
664,233
863,203
878,167
865,144
870,105
865,129
855,158
833,148
806,204
1182,10
1272,15
1217,9
1212,410
1138,369
1176,448
1271,472
1277,438
1277,421
1145,435
1088,434
1100,465
1152,472
900,410
908,391
755,427
674,452
680,444
779,473
773,460
738,445
775,439
824,444
865,467
870,438
968,435
941,423
993,412
963,391
1053,408
1236,320
678,65
779,133
796,122
1305,1900
1423,1694
1349,1547
1283,1536
1318,1441
1516,1545
1613,1534
1676,1483
1769,1512
1789,1528
1795,1506
1717,1711
1684,1869
673,1487
651,1508
673,1545
691,1594
673,1648
648,1745
725,1774
782,1762
834,1732
853,1749
836,1595
787,1531
826,1469
875,1589
1066,1622
1075,1527
1061,1500
1091,1446
1123,1472
1149,1442
1170,1547
1174,1599
1219,1548
1278,1540
1238,1648
1226,1703
1194,1855
1278,1651
45,1515
35,1441
117,1495
59,1613
141,1785
220,1729
202,1694
322,1679
345,1740
385,1872
327,1525
398,1529
606,1478
308,1446
283,1452
258,1461
222,1462
1286,1381
1361,1302
1345,1285
1338,1262
1367,1267
1368,1217
1377,1159
1400,1183
1400,1138
1364,1124
1408,1078
1374,1049
1350,1023
1340,983
1346,960
1424,1014
1517,972
1537,1050
1549,1066
1504,1110
1515,1094
1456,1097
1463,1150
1549,1159
1529,1188
1556,1268
1589,1289
1547,1433
1733,1392
1746,1321
1871,1423
1660,1275
1683,1050
1738,1081
1918,1047
1901,980
1899,986
1714,1006
1621,990
1630,1011
1673,1171
1800,1023
1785,1036
1704,962
1711,1068
1687,1082
672,1198
696,1192
705,1170
701,1070
742,1171
773,1202
768,1220
780,1282
856,1258
862,1366
841,1394
943,1410
937,1438
977,1316
1017,1317
1030,1325
1053,1325
1119,1290
1150,1375
1189,1365
1277,1385
1251,1304
1251,1227
1214,1261
1186,1224
1145,1256
1200,1192
1139,1166
1112,1200
1006,1236
995,1235
1066,1147
1132,1156
1229,1123
1155,1111
1178,1093
1250,1082
1240,1032
1243,1014
1220,1009
1199,1012
1182,967
1160,969
1146,1030
1087,1021
1095,995
1053,1008
939,1008
913,970
806,993
806,1026
797,1081
825,1097
825,1074
832,1051
887,1068
888,1093
940,1105
951,1053
941,1044
909,1016
1001,1078
1030,1083
1082,1082
1217,1155
1071,1239
1030,1142
1155,1055
7,1351
64,1408
121,1401
141,1374
123,1339
82,1291
158,1293
158,1313
201,1374
223,1374
300,1400
371,1364
438,1432
615,1412
356,1290
403,1299
406,1263
432,1267
497,1252
564,1231
592,1195
516,1186
577,1114
560,1125
599,1036
612,1009
592,1002
589,985
617,964
504,966
442,983
435,964
440,1082
434,1135
477,1174
493,1112
478,1084
468,1035
537,998
334,1161
346,1171
390,1199
298,1214
250,1233
249,1199
237,1195
227,1184
158,1170
181,1163
143,1228
500,1397
312,1438
121,1209
86,1195
49,1182
12,1189
44,1077
17,1031
77,1050
146,1029
120,983
129,979
218,976
235,979
218,997
221,1049
245,1087
237,1131
233,1076
314,995
359,1056
367,1113
349,1038
414,971
575,1025
1604,945
1639,910
1656,905
1668,869
1693,873
1731,879
1706,933
1704,952
1806,934
1901,908
1838,841
1890,770
1846,721
1768,723
1820,677
1825,626
1886,612
1886,553
1865,481
1814,519
1732,583
1781,614
1722,665
1636,763
1697,816
1792,791
1781,827
1604,832
1558,848
1516,846
1417,898
1440,907
1359,925
1361,868
1326,847
1301,814
1295,749
1314,720
1369,735
1350,738
1358,803
1403,783
1418,792
1440,759
1533,797
1498,777
1520,756
1567,804
1610,807
1575,728
1542,728
1591,663
1544,657
1564,608
1662,638
1670,597
1658,551
1623,567
1637,537
1653,481
1611,483
1565,485
1479,485
1506,524
1462,574
1482,588
1488,616
1455,607
1394,658
1386,695
1415,736
1344,691
1301,624
1301,580
1335,588
1285,520
1373,512
1754,499
1725,546
1678,708
1472,882
1391,631
1415,644
1350,638
1313,660
1554,925
562,524
594,506
571,558
550,598
560,576
574,584
616,544
