x,y
1876,313
96,1535
2543,32
963,890
289,982
1435,653
1376,1031
1061,757
736,674
1100,421
1036,672
872,720
1486,701
1204,1248
1415,764
1649,254
1735,851
1560,833
961,819
1356,36
1996,566
1372,342
1000,435
735,741
1596,757
480,705
1867,1142
1473,452
1652,348
1707,387
238,781
1018,372
1334,119
39,537
300,1198
1328,1042
1614,1293
1192,972
1116,500
2292,716
1678,804
1186,776
1189,1141
1723,274
1155,413
215,1481
438,978
898,5
908,745
1145,872
779,896
251,190
1455,74
1812,101
2253,1193
491,307
724,1060
1970,685
1256,1095
1873,1054
1813,443
859,1014
2271,189
626,710
106,384
1239,64
729,455
1018,1221
1958,889
729,1588
1744,502
571,252
490,184
1366,847
1507,325
1042,870
868,512
1139,333
742,497
1522,1132
734,1415
1567,1068
156,523
1694,1016
794,665
653,1014
1407,401
1090,566
1809,29
1880,579
1845,892
699,516
807,944
1703,461
866,977
1309,939
1631,1456
294,218
966,695
786,595
1548,641
899,1109
2077,505
822,1491
486,516
601,806
1545,414
1576,901
1385,709
587,921
1936,347
1684,86
1293,749
2109,1090
866,866
1722,543
1666,997
1123,742
1451,1635
771,455
1297,1231
1621,394
564,869
396,768
656,615
1749,1203
2085,987
1568,564
1265,512
1040,536
1259,735
781,1484
1495,1371
1457,1084
338,715
1120,1532
1109,1796
664,457
1154,617
2258,262
1328,882
694,973
1218,751
321,265
830,175
1265,431
1248,620
1027,1170
2118,811
1291,505
1946,1018
1221,920
1526,982
1196,1675
1972,770
356,1316
472,1131
912,1452
42,597
891,194
859,913
140,1484
570,685
1292,1082
1510,737
1169,1303
564,142
228,1128
412,612
370,705
560,1370
380,181
1508,102
1020,847
106,1154
1043,983
272,676
895,859
1563,1457
877,1295
2339,1405
1543,272
253,31
744,924
1000,1309
1967,1341
2000,879
1608,992
282,32
248,1283
1754,538
1136,1498
550,1294
1302,1639
1427,522
1256,1151
1766,937
1606,1241
1423,1588
1562,361
386,1152
215,235
417,1201
2105,1247
1332,1449
394,577
1006,490
934,1525
1581,1161
2025,1086
1834,948
1367,1379
1853,408
198,1185
1897,1005
1510,1036
1826,1079
861,584
817,1416
617,1489
1778,1005
911,428
1974,396
585,1225
1751,980
1453,407
652,498
1382,293
1657,290
1614,583
1447,724
1409,598
214,609
477,1597
1627,1075
1880,654
2104,845
1364,1299
490,568
1825,1210
1787,859
1032,1111
1568,1013
833,609
2047,536
1412,1107
1257,115
1965,103
1322,995
2418,1077
1693,729
1779,1130
394,674
1741,628
1350,401
1320,25
807,1190
1097,1315
683,1337
615,195
574,769
618,471
1321,836
2129,660
442,1147
1416,1557
1461,827
1002,164
1003,634
1408,686
886,1610
164,457
