x,y
54,76
67,78
76,54
71,47
67,36
47,41
23,35
27,14
44,16
52,26
22,65
22,74
25,84
5,95
5,145
19,151
40,108
69,114
93,100
63,147
79,138
84,158
76,188
59,179
25,188
37,192
27,221
91,56
90,21
88,40
128,32
135,43
115,62
161,23
165,38
184,22
140,79
145,96
169,86
130,97
113,104
154,63
137,7
98,141
104,152
128,146
147,132
143,149
157,148
176,116
84,206
62,203
113,208
44,238
25,245
42,267
15,298
64,284
39,301
36,333
48,338
67,335
77,340
75,372
55,378
41,401
47,424
67,421
15,413
17,432
51,448
46,466
29,471
94,461
110,459
127,474
126,444
139,452
160,456
161,433
90,402
104,378
120,386
121,366
125,346
90,341
145,363
142,391
153,346
139,332
154,315
151,300
100,296
129,291
128,274
110,265
143,267
157,272
171,290
180,308
190,313
194,294
218,298
226,315
216,333
206,370
213,358
235,356
184,375
184,359
216,403
235,399
233,443
230,466
253,437
211,457
283,421
287,462
292,436
314,426
310,466
321,353
307,342
297,321
281,345
264,383
287,310
257,292
232,282
218,273
236,261
215,252
216,231
196,223
186,256
153,228
155,242
177,204
173,192
196,144
207,99
221,120
254,91
249,62
239,198
246,189
256,204
252,167
248,135
244,118
262,113
215,82
201,74
204,55
216,38
226,40
244,42
253,37
260,15
279,39
278,26
290,41
296,55
290,80
273,86
293,96
297,118
233,235
291,221
303,198
281,187
305,175
328,208
320,249
320,274
346,268
353,253
373,240
355,220
348,197
333,123
315,133
368,150
378,155
399,157
399,141
397,130
364,115
373,103
360,78
337,9
313,15
348,17
372,15
375,35
364,36
383,57
397,50
432,74
412,94
418,113
443,107
465,96
430,131
391,180
369,190
418,174
439,182
457,165
448,139
451,54
446,27
467,11
514,9
493,26
468,42
478,59
485,80
507,101
496,95
503,120
523,69
485,172
476,159
487,192
506,203
416,211
398,221
520,182
534,195
526,162
557,172
558,141
580,149
583,103
552,18
566,12
619,7
594,31
621,35
615,61
623,79
608,89
620,132
599,166
586,184
620,194
584,227
558,209
541,248
531,235
492,264
481,244
457,243
451,258
439,250
431,243
410,254
404,271
379,297
385,336
424,300
447,333
530,311
582,296
494,299
484,306
494,317
451,293
365,303
636,252
599,240
592,259
573,248
564,264
676,92
648,97
665,62
668,20
713,91
722,84
681,104
663,116
675,148
658,179
653,207
689,187
713,200
721,152
777,143
775,169
820,125
762,91
823,178
839,166
887,205
893,182
818,217
764,241
742,221
1002,163
985,154
965,173
947,111
1081,133
1055,165
1105,94
1134,112
1165,102
1214,112
1264,115
1228,70
1249,58
1206,67
1195,25
1229,24
772,452
745,467
798,432
833,417
892,404
917,392
996,444
914,426
895,452
917,465
1006,421
1010,470
685,474
1045,416
1069,409
1087,436
1088,419
1111,407
1136,385
1153,415
1164,406
1181,437
1159,458
1227,452
1213,438
1209,411
1208,366
1170,351
1006,386
1265,441
1257,379
1655,345
1636,359
1632,397
1611,396
1590,412
1561,368
1544,335
1587,336
1513,312
1501,339
1479,333
1473,303
1474,353
1481,378
1513,382
1449,406
1470,437
1470,459
1477,471
1403,402
1397,429
1353,439
1348,399
1320,395
1296,368
1288,433
1357,353
1316,324
1383,475
1431,335
1385,346
1369,332
1547,414
1558,445
1533,460
1631,463
1681,412
1706,472
1741,470
1717,404
1696,382
1736,367
1745,340
1655,291
1593,266
1706,281
1730,270
1777,325
1786,362
1801,323
1823,364
1808,406
1805,446
1827,447
1770,425
1847,403
1854,418
1891,413
1867,327
1874,314
1848,302
1741,315
1876,289
1886,329
1899,317
1918,388
1883,180
1877,175
1888,250
1904,227
1850,134
1891,139
1876,112
1858,97
1886,82
1848,67
1899,68
1880,51
1895,42
1822,34
1803,20
1809,41
1821,68
1783,44
1765,29
1767,57
1766,76
1730,68
1735,42
1712,21
1728,9
1752,7
1844,10
1852,43
1581,58
1600,42
1617,40
1630,45
1670,50
1647,80
1588,14
1532,42
1659,6
1465,70
1452,83
1444,68
1487,100
1417,58
1356,84
1289,80
1325,26
1341,41
1354,22
1371,43
1419,20
1935,19
1966,7
1988,21
2018,25
2040,35
1976,57
1970,104
