x,y
444,1572
2081,1438
146,1850
2270,1388
2305,1760
1474,1656
1533,1551
879,1230
470,1852
398,1402
1172,1570
2157,1250
360,43
1185,202
796,145
1867,1834
1705,1541
1307,1711
2479,1418
1299,1232
17,743
853,363
1118,680
697,390
1047,985
630,1059
1628,1659
1205,1183
1901,932
2290,573
1445,1234
1950,685
2331,1507
1064,1380
113,645
2059,52
2501,1755
1788,798
887,641
851,1068
2384,889
2457,1204
997,1001
2399,1197
184,907
1742,1269
1696,1672
893,1481
2069,237
1055,1326
1248,1309
983,1503
2238,193
2065,801
2086,655
1151,1133
1375,91
2046,451
282,475
2478,1672
1698,239
597,1738
1431,1773
2211,1827
2306,1275
396,1552
514,849
1179,1789
1811,1005
935,1577
1964,947
1475,612
1148,1607
1485,701
2428,526
1060,580
1243,1648
1542,258
730,1614
2078,1013
2179,74
441,922
439,36
688,922
1723,1012
698,894
2391,538
930,1468
251,1384
806,1614
357,1771
1671,989
2160,418
2239,1706
2359,1285
1717,1369
1152,554
745,1909
2047,1601
1925,408
2049,1909
481,1101
951,892
1897,782
1881,1908
2248,238
2284,381
1290,1034
2547,896
1194,1298
1613,555
864,189
26,1671
95,1160
741,1245
1939,246
857,12
1573,1364
863,1868
1720,297
2216,1154
697,1829
939,392
1871,1647
1440,885
1377,1816
2081,1798
2287,345
2177,448
2549,1714
2062,1128
1850,1146
922,1614
412,996
2041,1859
2518,344
1419,982
1230,1372
612,1511
1436,1216
2547,1555
2308,1309
417,1632
657,1348
192,197
2447,1016
2286,1557
1729,1522
1984,753
496,443
1445,1179
1742,1751
2317,1565
1234,1468
2229,674
986,1801
1030,802
1996,505
1232,1705
2550,995
2193,1578
1255,1174
492,184
1066,663
1239,56
2437,944
911,1507
1479,838
837,1483
1997,1538
2553,1329
910,1376
2116,492
1215,6
1701,1253
1014,1877
1403,951
1675,1197
1647,997
916,283
119,736
860,1765
2197,784
1422,1034
52,1800
1914,1370
533,933
1274,1244
1011,492
2368,1432
1274,1039
1653,464
1964,963
1886,1532
2471,1516
1537,1396
1354,1661
1369,1459
1287,645
283,1104
1011,925
829,1792
1547,332
1798,1656
2001,609
803,1181
793,812
2303,1913
400,1285
1783,1839
944,1810
1874,1493
1432,1443
286,1036
1133,1914
816,777
1655,29
